H,I,"666666666","","TSU","SHEN","SHI","AGRICULTURE INDUSTRY","SUBSTREET 1 GOMEZ PATERNO","1 TACLOBAN 6516",12978617.31,305049.17,0,13283666.48,1594039.98,015,06/22/2019,05
D,I,"C101121",06/01/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/06/2019,"CHINA",163575.00,8500.00,0.00,172075.00,20649.00,"410597",06/04/2019,666666666,06/22/2019
D,I,"C101456",06/04/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/02/2019,"KOREA",63113.30,8370.00,0.00,71483.30,8578.00,"411405",06/04/2019,666666666,06/22/2019
D,I,"C101457",06/04/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/18/2019,"JAPAN",1395272.50,42019.17,0.00,1437291.67,172475.00,"412320",06/05/2019,666666666,06/22/2019
D,I,"C101898",06/05/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/02/2019,"SINGAPORE",361011.05,8072.28,0.00,369083.33,44290.00,"414150",06/06/2019,666666666,06/22/2019
D,I,"C103392",06/06/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/05/2019,"SINGAPORE",3852721.09,50928.91,0.00,3903650.00,468438.00,"416135",06/06/2019,666666666,06/22/2019
D,I,"C103449",06/06/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/05/2019,"JAPAN",45101.60,4115.07,0.00,49216.67,5906.00,"417149",06/06/2019,666666666,06/22/2019
D,I,"C103879",06/13/2019,"FINETEK CO LTD",06/16/2019,"TAIWAN",84335.00,5215.00,0.00,89550.00,10746.00,"427105",06/14/2019,666666666,06/22/2019
D,I,"C105272",06/10/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/06/2019,"JAPAN",38226.67,3815.00,0.00,42041.67,5045.00,"421128",06/16/2019,666666666,06/22/2019
D,I,"C106238",06/12/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/09/2019,"SINGAPORE",159779.33,10929.00,0.00,170708.33,20485.00,"425164",06/13/2019,666666666,06/22/2019
D,I,"C106758",06/12/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/16/2019,"JAPAN",64676.67,5490.00,0.00,70166.67,8420.00,"424025",06/12/2019,666666666,06/22/2019
D,I,"C106769",06/12/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/08/2019,"JAPAN",541926.57,7148.43,0.00,549075.00,65889.00,"424029",06/12/2019,666666666,06/22/2019
D,I,"C110002",06/18/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/16/2019,"KOREA",134993.60,12698.07,0.00,147691.67,17723.00,"435021",06/16/2019,666666666,06/22/2019
D,I,"C110024",06/18/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/16/2019,"JAPAN",816280.30,8036.30,0.00,824316.60,98917.99,"435797",06/18/2019,666666666,06/22/2019
D,I,"C110074",06/18/2019,"PRIMAYER SDN BHD",06/15/2019,"MALAYSIA",56601.00,6174.00,0.00,62775.00,7533.00,"435019",06/18/2019,666666666,06/22/2019
D,I,"C110452",06/18/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/15/2019,"SINGAPORE",625139.20,22277.47,0.00,647416.67,77690.00,"435843",06/18/2019,666666666,06/22/2019
D,I,"C111182",06/18/2019,"GENERAL INSTRUMENTS CONSORTIUM",06/16/2019,"INDIA",136834.67,12632.00,0.00,149466.67,17936.00,"435802",06/18/2019,666666666,06/22/2019
D,I,"C111286",06/15/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/10/2019,"JAPAN",15804.00,3621.00,0.00,19425.00,2331.00,"438290",06/15/2019,666666666,06/22/2019
D,I,"C111829",06/16/2019,"VERIS FLOW MEASUREMENT GROUP",06/12/2019,"AMERICA",1089461.83,15279.77,0.00,1104741.60,132568.99,"438317",06/16/2019,666666666,06/22/2019
D,I,"C112625",06/16/2019,"YAMARI SINGAPORE PTE LTD",06/12/2019,"SINGAPORE",174416.00,7559.00,0.00,181975.00,21837.00,"351267",06/16/2019,666666666,06/22/2019
D,I,"C112856",06/16/2019,"YOKOGAWA THAILAND LTD",06/12/2019,"JAPAN",118278.00,6997.00,0.00,125275.00,15033.00,"345593",06/16/2019,666666666,06/22/2019
D,I,"C114526",06/16/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/12/2019,"CHINA",2077147.22,20644.45,0.00,2097791.67,251735.00,"448433",06/16/2019,666666666,06/22/2019
D,I,"C114541",06/17/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/14/2019,"JAPAN",382207.56,12175.77,0.00,394383.33,47326.00,"449745",06/17/2019,666666666,06/22/2019
D,I,"C114640",06/17/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/14/2019,"SINGAPORE",382779.52,10120.48,0.00,392900.00,47148.00,"457577",06/17/2019,666666666,06/22/2019
D,I,"C116227",06/17/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/14/2019,"GERMANY",89908.33,0.00,0.00,89908.33,10789.00,"457574",06/17/2019,666666666,06/22/2019
D,I,"C116491",06/17/2019,"ONE HALF 20 INC",06/14/2019,"CANADA",52914.30,5044.00,0.00,57958.30,6955.00,"453905",06/17/2019,666666666,06/22/2019
D,I,"C199005",06/18/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/15/2019,"SINGAPORE",12231.67,2635.00,0.00,14866.67,1784.00,"297022",06/18/2019,666666666,06/22/2019
D,I,"C199006",06/18/2019,"YOKOGAWA ENGINEERING ASIA PTE LTD",06/15/2019,"SINGAPORE",43881.33,4552.00,0.00,48433.33,5812.00,"297021",06/18/2019,666666666,06/22/2019
